user,item,label,alpha_user,alpha_item,user_deg,item_deg,user_deg_decile,item_deg_decile,pair_id,alpha_user_z,alpha_item_z,alpha_fused
38750,36724,Positive,0.0,0.0,32.0,27.0,0,3,13,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38750,38065,Matched Negative,0.0,0.0,32.0,29.0,0,3,13,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16223,40072,Positive,0.095238097012043,0.0,16.0,13.0,0,0,14,2.715431725739919,-0.33638976670099674,1.189520979519461
16223,38306,Matched Negative,0.0,0.0,16.0,16.0,0,0,14,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
40140,25801,Positive,0.0,0.0,29.0,79.0,0,8,15,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
40140,4715,Matched Negative,0.0,0.0,29.0,75.0,0,8,15,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38456,19505,Positive,0.0,0.0,27.0,54.0,0,7,16,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38456,29120,Matched Negative,0.0,0.0,27.0,57.0,0,7,16,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
3583,3600,Positive,0.0,0.0,26.0,28.0,0,3,17,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
3583,30440,Matched Negative,0.0,0.0,26.0,27.0,0,3,17,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
234,9394,Positive,0.0,0.0,22.0,54.0,0,7,18,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
234,3672,Matched Negative,0.0,0.0,22.0,60.0,0,7,18,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
4155,37459,Positive,0.0,0.0,33.0,40.0,0,5,19,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
4155,13433,Matched Negative,0.0,0.0,33.0,39.0,0,5,19,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2652,3478,Positive,0.06437768042087555,0.0,33.0,175.0,0,9,20,1.682606267904157,-0.33638976670099674,0.6731082506015801
2652,1912,Matched Negative,0.0,0.0,33.0,159.0,0,9,20,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
40779,7441,Positive,0.0,0.0,29.0,110.0,0,9,21,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
40779,23812,Matched Negative,0.0,0.0,29.0,116.0,0,9,21,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
4722,5998,Positive,0.0,0.0,25.0,247.0,0,9,22,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
4722,12536,Matched Negative,0.0,0.0,25.0,122.0,0,9,22,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
36766,37032,Positive,0.11083681881427765,0.13572806119918823,30.0,35.0,0,4,23,3.2374842048259187,6.577588076856499,4.907536140841209
36766,37265,Matched Negative,0.0,0.0,30.0,34.0,0,4,23,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
21308,24540,Positive,0.0,0.0,31.0,69.0,0,7,24,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
21308,10127,Matched Negative,0.0,0.0,31.0,65.0,0,7,24,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
47242,32022,Positive,0.0,0.0,32.0,78.0,0,8,25,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
47242,16844,Matched Negative,0.0,0.0,32.0,79.0,0,8,25,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
11516,17308,Positive,0.1066666692495346,0.04615384712815285,31.0,69.0,0,7,26,3.0979191208379713,2.0146839436254353,2.5563015322317035
11516,20060,Matched Negative,0.0,0.0,31.0,67.0,0,7,26,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
22868,12612,Positive,0.0,0.0,32.0,89.0,0,8,27,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
22868,20658,Matched Negative,0.0,0.0,32.0,76.0,0,8,27,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
43064,7250,Positive,0.0,0.0,29.0,685.0,0,9,28,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
43064,1291,Matched Negative,0.0,0.0,29.0,181.0,0,9,28,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
4153,24874,Positive,0.08536585420370102,0.06202435493469238,31.0,32.0,0,4,29,2.385031011016259,2.8231264894847503,2.6040787502505047
4153,23692,Matched Negative,0.0,0.0,31.0,33.0,0,4,29,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7259,226,Positive,0.0,0.04554865509271622,29.0,94.0,0,8,30,-0.47196306717492686,1.983855504118253,0.7559462184716631
7259,17145,Matched Negative,0.0,0.0,29.0,75.0,0,8,30,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
45168,41000,Positive,0.1304347813129425,0.0,32.0,16.0,0,0,31,3.8933818506187134,-0.33638976670099674,1.7784960419588582
45168,39834,Matched Negative,0.0,0.0,32.0,14.0,0,0,31,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
14461,38562,Positive,0.0,0.0,31.0,19.0,0,1,32,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
14461,33209,Matched Negative,0.0,0.0,31.0,22.0,0,1,32,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38178,2528,Positive,0.05782312899827957,0.0,32.0,245.0,0,9,33,1.4632408697102681,-0.33638976670099674,0.5634255515046357
38178,6276,Matched Negative,0.0,0.0,32.0,146.0,0,9,33,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17164,38131,Positive,0.0,0.0,24.0,21.0,0,1,34,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17164,26355,Matched Negative,0.0,0.0,24.0,23.0,0,1,34,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
18663,6421,Positive,0.0,0.07692307978868484,29.0,52.0,0,6,35,-0.47196306717492686,3.5820664804317324,1.5550517066284026
18663,14141,Matched Negative,0.0,0.0,29.0,53.0,0,6,35,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15688,2668,Positive,0.0,0.0,28.0,32.0,0,4,36,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15688,8990,Matched Negative,0.0,0.0,28.0,34.0,0,4,36,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
31360,13922,Positive,0.06238095462322235,0.050847455859184265,31.0,55.0,0,7,37,1.615780558340538,2.253776040616749,1.9347782994786433
31360,9976,Matched Negative,0.0,0.0,31.0,67.0,0,7,37,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
9444,4206,Positive,0.14754098653793335,0.08064515888690948,27.0,49.0,0,6,38,4.465886249292008,3.7716689266003773,4.118777587946193
9444,6511,Matched Negative,0.0,0.0,27.0,46.0,0,6,38,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41378,28648,Positive,0.0,0.0,26.0,22.0,0,1,39,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41378,15716,Matched Negative,0.0,0.0,26.0,23.0,0,1,39,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
39526,14647,Positive,0.0714285746216774,0.0,32.0,19.0,0,1,40,1.9185830898495537,-0.33638976670099674,0.7910966615742785
39526,38676,Matched Negative,0.0,0.0,32.0,20.0,0,1,40,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
10976,36392,Positive,0.0,0.0,23.0,12.0,0,0,41,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
10976,34155,Matched Negative,0.0,0.07352941483259201,23.0,16.0,0,0,41,-0.47196306717492686,3.4091934274493494,1.4686151801372112
34362,3900,Positive,0.0,0.0,29.0,60.0,0,7,42,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34362,3455,Matched Negative,0.0,0.0,29.0,57.0,0,7,42,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
26262,21016,Positive,0.03496503457427025,0.04226190596818924,30.0,26.0,0,2,43,0.6982342869576726,1.8164287360384963,1.2573315114980845
26262,23890,Matched Negative,0.0,0.0,30.0,25.0,0,2,43,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
35661,35567,Positive,0.0,0.0,26.0,32.0,0,4,44,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
35661,14317,Matched Negative,0.0,0.0,26.0,35.0,0,4,44,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
44152,34693,Positive,0.0,0.0,31.0,54.0,0,7,45,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
44152,21977,Matched Negative,0.0,0.0,31.0,67.0,0,7,45,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17580,4250,Positive,0.0,0.0,32.0,167.0,0,9,46,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17580,15654,Matched Negative,0.0,0.0,32.0,253.0,0,9,46,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
1552,28078,Positive,0.0,0.0,27.0,54.0,0,7,47,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
1552,372,Matched Negative,0.0,0.0,27.0,61.0,0,7,47,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
23521,22976,Positive,0.05458430200815201,0.0,30.0,51.0,0,6,48,1.3548449587527103,-0.33638976670099674,0.5092275960258568
23521,18397,Matched Negative,0.06470588594675064,0.03896103799343109,30.0,44.0,0,6,48,1.6935905338334505,1.6482827547259538,1.6709366442797022
7756,4447,Positive,0.0,0.0,31.0,25.0,0,2,49,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7756,24344,Matched Negative,0.0,0.0,31.0,24.0,0,2,49,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16940,17219,Positive,0.0,0.0,30.0,54.0,0,7,50,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16940,37374,Matched Negative,0.0,0.0,30.0,55.0,0,7,50,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
26262,24726,Positive,0.09272876381874084,0.0416666679084301,30.0,71.0,0,8,51,2.6314502539869893,1.7861073513487293,2.2087788026678594
26262,9573,Matched Negative,0.0,0.0,30.0,80.0,0,8,51,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
47581,6243,Positive,0.0,0.0,29.0,44.0,0,6,52,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
47581,7358,Matched Negative,0.0,0.0,29.0,47.0,0,6,52,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
39652,37726,Positive,0.0694444477558136,0.0476190485060215,25.0,41.0,0,5,53,1.85217903685869,2.089321198246401,1.9707501175525455
39652,9437,Matched Negative,0.0,0.0,25.0,39.0,0,5,53,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
310,11677,Positive,0.0,0.0,32.0,21.0,0,1,54,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
310,26981,Matched Negative,0.0,0.0,32.0,21.0,0,1,54,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41992,40204,Positive,0.040816325694322586,0.0,27.0,25.0,0,2,55,0.8940632192128534,-0.33638976670099674,0.2788367262559283
41992,30570,Matched Negative,0.0,0.0,27.0,23.0,0,2,55,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38962,11434,Positive,0.0,0.0,31.0,40.0,0,5,56,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38962,14626,Matched Negative,0.0,0.0,31.0,38.0,0,5,56,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
35594,12585,Positive,0.03488372266292572,0.0,31.0,43.0,0,5,57,0.6955129687987354,-0.33638976670099674,0.1795616010488693
35594,19034,Matched Negative,0.0,0.0,31.0,39.0,0,5,57,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2222,27049,Positive,0.1028345376253128,0.0,29.0,23.0,0,1,58,2.9696667011863656,-0.33638976670099674,1.3166384672426843
2222,33495,Matched Negative,0.0,0.0,29.0,19.0,0,1,58,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
4827,3032,Positive,0.04601402208209038,0.0,33.0,124.0,0,9,59,1.0680178751886906,-0.33638976670099674,0.36581405424384694
4827,3847,Matched Negative,0.0,0.0,33.0,318.0,0,9,59,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
47014,20637,Positive,0.04631030559539795,0.0,32.0,147.0,0,9,60,1.0779337865431946,-0.33638976670099674,0.37077200992109893
47014,23557,Matched Negative,0.0,0.0,32.0,143.0,0,9,60,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
32984,39708,Positive,0.0,0.0,27.0,30.0,0,3,61,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
32984,13938,Matched Negative,0.0,0.0,27.0,30.0,0,3,61,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
45309,21336,Positive,0.05239180102944374,0.0,31.0,210.0,0,9,62,1.2814671149880272,-0.33638976670099674,0.47253867414351525
45309,20850,Matched Negative,0.0,0.0,31.0,113.0,0,9,62,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38941,9663,Positive,0.0,0.0,23.0,54.0,0,7,63,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38941,29790,Matched Negative,0.0,0.0,23.0,64.0,0,7,63,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
24989,19362,Positive,0.0,0.0,30.0,20.0,0,1,64,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
24989,40623,Matched Negative,0.0,0.0,30.0,22.0,0,1,64,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
36788,3918,Positive,0.0,0.0,30.0,58.0,0,7,65,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
36788,26638,Matched Negative,0.0,0.0,30.0,67.0,0,7,65,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34112,38810,Positive,0.0,0.0,29.0,25.0,0,2,66,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34112,28006,Matched Negative,0.0,0.0,29.0,25.0,0,2,66,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
19978,39882,Positive,0.21141216158866882,0.16978007555007935,28.0,30.0,0,3,67,6.6035040426034755,8.31219528092648,7.457849661764977
19978,28921,Matched Negative,0.0,0.0,28.0,27.0,0,3,67,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5193,38283,Positive,0.0,0.0615384615957737,33.0,14.0,0,0,68,-0.47196306717492686,2.7983751171455715,1.1632060249853224
5193,21064,Matched Negative,0.0,0.0,33.0,15.0,0,0,68,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
30756,20886,Positive,0.06761620938777924,0.06481481343507767,23.0,59.0,0,7,69,1.790992204726345,2.965272248251,2.378132226488672
30756,12125,Matched Negative,0.0,0.0,23.0,60.0,0,7,69,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
43871,471,Positive,0.04550269618630409,0.0,29.0,67.0,0,7,70,1.0509050017814696,-0.33638976670099674,0.35725761754023644
43871,15695,Matched Negative,0.0,0.0,29.0,54.0,0,7,70,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
20810,7628,Positive,0.0,0.0422535203397274,32.0,299.0,0,9,71,-0.47196306717492686,1.816001572717388,0.6720192527712305
20810,21896,Matched Negative,0.0,0.0,32.0,137.0,0,9,71,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34328,4460,Positive,0.0,0.0,31.0,66.0,0,7,72,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34328,26468,Matched Negative,0.0,0.0,31.0,56.0,0,7,72,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
24106,31614,Positive,0.10883797705173492,0.0,27.0,12.0,0,0,73,3.170587678901175,-0.33638976670099674,1.417098956100089
24106,35021,Matched Negative,0.0,0.0,27.0,13.0,0,0,73,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
42212,33410,Positive,0.0,0.0,30.0,48.0,0,6,74,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
42212,22271,Matched Negative,0.0,0.0,30.0,50.0,0,6,74,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
24354,37674,Positive,0.05050504952669144,0.0,31.0,30.0,0,3,75,1.2183219860525287,-0.33638976670099674,0.440966109675766
24354,23791,Matched Negative,0.0,0.0,31.0,28.0,0,3,75,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
35219,40954,Positive,0.0,0.0,28.0,17.0,0,0,76,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
35219,30595,Matched Negative,0.0,0.0,28.0,14.0,0,0,76,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5785,16243,Positive,0.0,0.0,31.0,104.0,0,8,77,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5785,26667,Matched Negative,0.0,0.0,31.0,92.0,0,8,77,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
19084,24047,Positive,0.0,0.0,28.0,48.0,0,6,78,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
19084,229,Matched Negative,0.0,0.0,28.0,51.0,0,6,78,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2663,24184,Positive,0.0,0.0,25.0,50.0,0,6,79,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2663,13481,Matched Negative,0.0,0.0,25.0,48.0,0,6,79,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
23150,31247,Positive,0.036036036908626556,0.0,32.0,62.0,0,7,80,0.7340782125591604,-0.33638976670099674,0.19884422292908183
23150,14105,Matched Negative,0.0,0.0,32.0,70.0,0,7,80,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
27788,13782,Positive,0.0,0.0,32.0,86.0,0,8,81,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
27788,18750,Matched Negative,0.0,0.0,32.0,71.0,0,8,81,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
13923,1040,Positive,0.07407407462596893,0.0,30.0,46.0,0,6,82,2.0071217440529106,-0.33638976670099674,0.8353659886759569
13923,16509,Matched Negative,0.0,0.0,30.0,50.0,0,6,82,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
3583,37570,Positive,0.07692307978868484,0.0,26.0,41.0,0,5,83,2.102471236593484,-0.33638976670099674,0.8830407349462436
3583,14103,Matched Negative,0.0,0.0,26.0,38.0,0,5,83,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
1465,19395,Positive,0.0,0.0,33.0,60.0,0,7,84,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
1465,2882,Matched Negative,0.0,0.0,33.0,61.0,0,7,84,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
3882,14824,Positive,0.039007093757390976,0.0746268630027771,33.0,80.0,0,8,85,0.8335124875637125,3.4650973596655255,2.149304923614619
3882,6932,Matched Negative,0.0,0.0,33.0,92.0,0,8,85,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41662,32151,Positive,0.0,0.0,27.0,47.0,0,6,86,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41662,4865,Matched Negative,0.0,0.0,27.0,49.0,0,6,86,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
23662,19647,Positive,0.0,0.0,30.0,31.0,0,3,87,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
23662,31952,Matched Negative,0.0,0.0,30.0,28.0,0,3,87,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
28148,40012,Positive,0.0,0.0,29.0,25.0,0,2,88,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
28148,23737,Matched Negative,0.0,0.0,29.0,26.0,0,2,88,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
18186,23747,Positive,0.0,0.0,30.0,95.0,0,8,89,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
18186,6059,Matched Negative,0.0,0.0,30.0,82.0,0,8,89,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
33826,22862,Positive,0.0,0.0,31.0,59.0,0,7,90,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
33826,18032,Matched Negative,0.0,0.0,31.0,63.0,0,7,90,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25459,20710,Positive,0.0,0.0,32.0,94.0,0,8,91,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25459,12863,Matched Negative,0.0,0.0,32.0,96.0,0,8,91,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5961,18899,Positive,0.08200590312480927,0.0,24.0,68.0,0,7,92,2.272581362091061,-0.33638976670099674,0.9680957976950321
5961,16053,Matched Negative,0.0,0.0,24.0,70.0,0,7,92,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17361,21447,Positive,0.0,0.0,30.0,45.0,0,6,93,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17361,21761,Matched Negative,0.0,0.0,30.0,52.0,0,6,93,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
35922,28096,Positive,0.07199999690055847,0.06666667014360428,32.0,84.0,0,8,94,1.9377072476540795,3.0596056980849746,2.498656472869527
35922,16610,Matched Negative,0.0,0.0,32.0,73.0,0,8,94,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
26712,25602,Positive,0.09459459781646729,0.0,32.0,36.0,0,4,95,2.6938953232962253,-0.33638976670099674,1.1787527782976142
26712,10468,Matched Negative,0.0,0.0,32.0,35.0,0,4,95,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
14940,26546,Positive,0.10144927352666855,0.0,25.0,42.0,0,5,96,2.923305174514195,-0.33638976670099674,1.2934577039065993
14940,7633,Matched Negative,0.0,0.0,25.0,42.0,0,5,96,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17482,9300,Positive,0.03846153989434242,0.0,31.0,28.0,0,3,97,0.8152540847092786,-0.33638976670099674,0.23943215900414094
17482,32781,Matched Negative,0.0,0.0,31.0,28.0,0,3,97,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41231,11119,Positive,0.0,0.0,27.0,121.0,0,9,98,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41231,24401,Matched Negative,0.0,0.0,27.0,118.0,0,9,98,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
28996,37878,Positive,0.0,0.0,28.0,17.0,0,0,99,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
28996,34655,Matched Negative,0.0,0.0,28.0,16.0,0,0,99,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15477,13396,Positive,0.0,0.0,32.0,69.0,0,7,100,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15477,15263,Matched Negative,0.0,0.0,32.0,55.0,0,7,100,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
8055,30508,Positive,0.0,0.0,26.0,29.0,0,3,101,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
8055,29419,Matched Negative,0.0,0.0,26.0,28.0,0,3,101,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
45445,24548,Positive,0.05882352963089943,0.0,25.0,51.0,0,6,102,1.496721922642668,-0.33638976670099674,0.5801660779708356
45445,1792,Matched Negative,0.0,0.0,25.0,44.0,0,6,102,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
10730,24081,Positive,0.050971630960702896,0.07575757801532745,32.0,44.0,0,6,103,1.2339373677106777,3.5226959024803235,2.3783166350955005
10730,15266,Matched Negative,0.0,0.0,32.0,47.0,0,6,103,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
29206,29238,Positive,0.07469645142555237,0.072727270424366,30.0,91.0,0,8,104,2.0279512296522753,3.3683322479938416,2.6981417388230584
29206,9376,Matched Negative,0.0,0.0,30.0,85.0,0,8,104,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38449,13700,Positive,0.0625,0.08771929889917374,29.0,21.0,0,1,105,1.6197647267139745,4.132025118789993,2.8758949227519834
38449,24907,Matched Negative,0.0,0.0,29.0,23.0,0,1,105,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34362,11621,Positive,0.0,0.0,29.0,47.0,0,6,106,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34362,27297,Matched Negative,0.0,0.0,29.0,48.0,0,6,106,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
13453,17447,Positive,0.0,0.0,25.0,86.0,0,8,107,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
